% 1. Title: Gender Text Database 
@RELATION genderText

@ATTRIBUTE	and	NUMERIC
@ATTRIBUTE	all	NUMERIC
@ATTRIBUTE	can	NUMERIC
@ATTRIBUTE	is	NUMERIC
@ATTRIBUTE	it	NUMERIC
@ATTRIBUTE	an	NUMERIC
@ATTRIBUTE	as	NUMERIC
@ATTRIBUTE	at	NUMERIC
@ATTRIBUTE	have	NUMERIC
@ATTRIBUTE	in	NUMERIC
@ATTRIBUTE	out	NUMERIC
@ATTRIBUTE	what	NUMERIC
@ATTRIBUTE	from	NUMERIC
@ATTRIBUTE	for	NUMERIC
@ATTRIBUTE	there	NUMERIC
@ATTRIBUTE	when	NUMERIC
@ATTRIBUTE	been	NUMERIC
@ATTRIBUTE	to	NUMERIC
@ATTRIBUTE	which	NUMERIC
@ATTRIBUTE	you	NUMERIC
@ATTRIBUTE	has	NUMERIC
@ATTRIBUTE	was	NUMERIC
@ATTRIBUTE	more	NUMERIC
@ATTRIBUTE	be	NUMERIC
@ATTRIBUTE	we	NUMERIC
@ATTRIBUTE	his	NUMERIC
@ATTRIBUTE	that	NUMERIC
@ATTRIBUTE	who	NUMERIC
@ATTRIBUTE	but	NUMERIC
@ATTRIBUTE	they	NUMERIC
@ATTRIBUTE	not	NUMERIC
@ATTRIBUTE	one	NUMERIC
@ATTRIBUTE	with	NUMERIC
@ATTRIBUTE	by	NUMERIC
@ATTRIBUTE	he	NUMERIC
@ATTRIBUTE	a	NUMERIC
@ATTRIBUTE	on	NUMERIC
@ATTRIBUTE	about	NUMERIC
@ATTRIBUTE	like	NUMERIC
@ATTRIBUTE	i	NUMERIC
@ATTRIBUTE	of	NUMERIC
@ATTRIBUTE	up	NUMERIC
@ATTRIBUTE	or	NUMERIC
@ATTRIBUTE	this	NUMERIC
@ATTRIBUTE	s	NUMERIC
@ATTRIBUTE	so	NUMERIC
@ATTRIBUTE	t	NUMERIC
@ATTRIBUTE	the	NUMERIC
@ATTRIBUTE	my	NUMERIC
@ATTRIBUTE	are	NUMERIC
@ATTRIBUTE	gender	{male,female}

@DATA
1.81,0.44,0.25,0.75,2.62,0.31,0.19,0.44,1.12,1.25,0.37,0.31,0.44,0.87,0.5,0.5,0.31,2.81,0.12,1.81,0.25,1.31,0.12,0.06,0.25,0.25,0.87,0.5,0.87,0.37,0.25,0.44,0.94,0.25,0.37,2.56,1.0,0.31,0.5,4.24,1.62,0.06,0.31,0.37,1.31,0.75,0.37,3.43,0.81,0.5,male
6.12,1.02,0.0,1.02,0.0,0.0,1.02,0.0,0.0,3.06,0.0,0.0,2.04,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,2.04,1.02,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.02,0.0,female
3.55,0.24,0.71,2.13,1.66,1.42,0.95,0.24,0.24,1.18,0.0,0.71,0.0,1.18,0.71,0.47,0.0,1.18,0.0,1.18,0.0,0.0,0.71,0.71,0.0,0.0,1.18,0.0,0.47,0.47,0.47,0.0,0.47,0.71,0.0,1.66,1.18,0.71,0.24,0.24,4.5,0.0,0.0,0.95,1.66,0.24,0.0,6.87,0.0,0.71,male
0.9,0.0,0.0,0.9,2.7,0.0,0.9,0.0,0.0,3.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,3.6,0.0,1.8,0.9,2.7,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.9,1.8,0.0,0.9,0.9,0.9,0.9,0.0,7.21,1.8,4.5,female
2.84,0.0,0.26,0.13,0.9,0.39,0.64,0.39,0.13,2.06,0.64,0.13,1.29,1.29,0.26,0.26,0.39,2.32,0.13,0.26,0.26,1.42,0.0,0.26,0.0,0.9,0.64,0.26,0.39,0.13,0.13,0.13,0.26,0.0,2.58,2.58,1.16,0.0,0.13,3.61,1.42,0.39,0.26,0.13,0.52,0.52,0.39,4.51,0.9,0.0,male
2.33,0.54,0.0,0.47,2.48,0.16,0.31,0.39,0.39,0.93,0.62,0.62,0.62,1.01,0.23,0.85,0.62,2.56,0.16,1.24,0.23,2.17,0.47,0.31,0.62,0.23,1.4,0.0,1.16,0.16,0.23,0.23,0.62,0.16,0.54,1.86,0.78,0.62,0.62,5.12,2.02,0.47,0.47,0.31,1.48,1.24,0.78,2.17,1.24,0.47,male
1.45,0.12,0.0,0.12,0.97,0.24,0.36,0.12,0.12,2.18,0.12,0.36,0.12,0.24,0.12,0.24,0.24,2.18,0.0,0.85,0.24,1.33,0.0,0.12,0.24,0.48,1.33,0.48,0.36,0.61,0.36,0.36,0.48,0.24,0.36,1.94,1.21,0.24,0.61,0.73,2.54,0.24,0.0,1.09,1.21,0.0,0.0,6.42,0.0,0.36,male
2.14,0.43,0.28,0.85,2.14,0.0,1.0,0.43,0.43,1.99,0.14,0.0,0.14,0.85,0.28,0.57,1.0,3.85,0.14,0.0,0.43,0.43,0.57,1.0,2.14,0.0,1.42,0.0,0.85,0.57,0.14,0.28,0.71,0.0,0.0,3.42,0.71,0.14,0.0,0.0,2.28,0.57,0.71,0.43,0.14,0.71,1.0,6.84,0.0,0.57,female
1.67,0.1,0.52,1.05,0.42,0.52,0.31,0.31,0.94,1.78,0.0,0.63,0.42,1.15,0.31,0.21,0.42,2.2,0.21,0.94,0.1,0.84,0.21,0.31,0.63,0.52,1.46,0.63,0.42,0.21,0.42,0.0,0.63,0.31,0.84,2.93,0.94,0.52,0.1,0.31,0.94,0.31,0.21,0.42,1.67,0.1,0.94,4.39,0.1,0.42,female
3.14,0.0,0.26,1.05,1.57,0.26,0.0,0.26,0.52,1.05,0.26,0.52,1.05,0.52,0.26,0.0,0.52,3.4,0.26,1.31,0.26,0.0,0.52,1.05,0.26,0.0,0.52,0.0,0.0,0.0,0.26,0.0,0.26,0.52,0.0,2.62,1.57,1.05,0.0,0.0,3.4,0.0,0.52,0.52,0.52,0.26,0.0,5.76,0.0,0.0,female
1.68,0.1,0.1,0.94,0.84,0.0,0.52,0.21,0.21,0.94,0.42,0.21,0.1,0.94,0.0,0.31,0.42,2.41,0.1,1.26,0.31,0.73,0.21,0.63,0.1,1.15,1.05,0.94,0.42,0.42,0.94,0.21,0.52,0.42,1.89,4.4,0.52,0.31,0.63,0.42,1.57,0.52,0.21,0.52,1.47,0.73,1.78,3.56,0.1,0.21,female
3.46,0.22,0.43,0.76,0.65,0.54,0.43,0.43,0.11,1.52,0.0,0.0,0.76,1.52,0.0,0.11,0.22,3.03,1.19,0.11,0.32,0.76,0.11,0.65,0.0,0.32,0.97,0.43,0.32,0.22,0.65,0.11,1.95,0.87,0.97,1.52,0.43,0.43,0.32,0.65,2.38,0.22,0.54,0.11,0.32,0.0,0.0,6.6,0.43,0.43,female
1.8,0.3,0.0,0.3,0.3,0.15,0.9,0.45,0.3,2.25,0.3,0.0,0.6,1.05,0.3,0.15,0.15,2.4,0.0,0.15,0.0,1.65,0.3,1.05,0.6,0.15,0.9,0.0,0.45,0.0,0.3,1.05,0.9,0.0,0.3,3.0,0.9,0.15,0.6,1.8,1.95,0.15,0.0,0.3,0.6,0.3,0.3,5.41,1.5,0.0,male
1.35,0.0,0.22,0.22,0.22,0.9,0.67,0.45,0.45,0.9,0.45,0.0,0.22,1.57,0.0,0.22,0.22,2.02,0.0,0.0,0.22,2.02,0.0,1.35,0.0,2.25,1.57,0.22,0.9,0.45,0.67,0.0,1.35,1.57,0.9,2.47,0.67,0.0,0.0,0.0,2.92,0.22,0.45,0.22,0.9,0.0,0.0,6.29,0.0,0.0,female
2.5,0.31,0.63,1.25,0.31,0.31,0.47,0.47,0.16,2.5,0.16,0.0,0.63,0.94,0.31,0.0,0.47,3.13,1.25,0.16,0.78,0.63,0.47,1.56,0.63,0.16,0.47,0.63,0.16,0.0,0.47,0.16,0.16,0.16,0.0,1.25,0.31,0.16,0.16,0.47,2.03,0.0,0.47,0.63,0.78,0.0,0.0,7.5,0.16,0.31,female
3.23,0.14,0.84,0.56,0.14,0.56,0.42,0.42,0.14,1.96,0.28,0.0,0.0,1.68,0.0,0.14,0.0,1.82,0.14,0.0,0.14,0.42,0.28,0.0,0.98,0.0,0.84,0.14,0.28,0.0,0.7,0.28,0.14,0.14,0.42,2.52,0.7,0.28,0.28,0.7,3.37,0.14,0.14,1.26,0.42,0.0,0.56,7.01,0.0,0.28,male
1.48,0.33,0.0,0.66,0.66,0.16,0.66,0.33,0.0,2.3,0.0,0.0,1.31,1.48,0.33,0.16,0.33,2.13,0.16,0.66,0.16,0.16,0.16,0.0,0.16,0.0,0.16,0.0,0.16,0.0,0.33,0.0,0.49,0.66,0.0,1.97,1.15,0.0,0.16,0.0,2.63,0.16,0.0,0.49,0.66,0.0,0.16,5.42,0.0,0.33,female
3.84,0.11,0.32,1.6,0.21,0.75,0.85,0.11,0.64,2.13,0.0,0.11,0.32,0.96,0.43,0.11,0.43,2.99,0.53,0.0,0.43,0.32,0.11,0.96,0.0,0.96,1.92,0.53,0.43,0.32,0.64,0.0,1.28,0.64,1.07,1.07,0.53,0.32,0.0,0.0,3.42,0.0,0.11,0.11,1.39,0.11,0.0,5.87,0.0,0.32,male
2.32,0.48,0.3,1.31,1.96,0.24,0.3,0.3,0.77,1.9,0.42,0.53,0.53,0.71,0.95,0.36,0.12,3.62,0.42,2.2,0.24,0.77,0.42,0.48,0.59,0.12,1.54,0.06,0.59,0.59,0.18,0.59,0.53,0.36,0.24,2.97,0.83,0.53,0.18,3.5,2.85,0.18,0.18,0.83,1.48,0.36,0.77,3.5,1.07,0.48,male
2.73,0.0,0.0,2.5,1.36,0.68,0.0,0.45,0.91,0.45,0.23,0.0,0.45,1.14,0.45,0.68,0.23,2.73,2.27,0.91,0.68,1.14,0.0,0.45,0.23,0.23,2.05,0.45,0.23,0.0,0.45,0.0,0.23,0.45,0.23,2.73,0.68,0.45,0.45,0.68,1.82,0.0,0.45,0.23,0.23,0.68,0.23,2.95,0.45,0.45,female
1.49,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.99,0.0,0.0,0.99,1.98,0.0,0.0,0.99,0.99,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.5,0.0,0.0,0.99,0.0,0.0,0.0,0.99,0.0,0.0,1.98,0.0,0.0,male
3.02,0.38,0.38,1.13,0.75,0.19,0.75,0.57,1.51,0.75,0.0,0.38,0.38,0.94,0.19,0.19,0.75,3.02,0.19,0.19,0.38,0.0,0.19,0.75,0.75,0.38,0.94,0.38,0.19,0.0,0.19,0.19,0.75,0.0,0.57,0.94,2.83,0.57,0.0,0.38,2.08,0.57,0.19,1.32,1.13,0.19,0.19,6.79,0.38,0.19,female
4.08,0.0,0.0,2.36,2.36,1.07,2.79,0.64,0.43,1.72,0.0,0.64,0.64,0.86,0.0,0.0,0.0,1.72,0.43,0.86,0.0,0.21,0.43,0.43,0.0,0.43,1.72,0.43,0.64,0.0,0.43,0.0,0.64,0.21,0.64,3.65,0.64,0.21,0.0,0.21,2.15,0.0,0.21,0.86,2.58,0.21,0.43,4.72,0.21,0.21,male
1.88,0.43,0.34,2.22,1.11,0.51,1.03,0.68,0.43,2.99,0.0,0.26,0.26,1.71,0.68,0.26,0.17,2.22,0.68,0.6,0.51,0.26,0.17,0.94,0.17,0.09,1.37,0.43,0.68,0.34,0.43,0.17,1.2,0.68,0.17,2.48,0.34,0.43,0.0,0.85,2.65,0.09,0.68,1.2,0.77,0.09,0.17,4.1,0.17,1.03,female
1.92,0.72,0.4,1.76,1.12,0.24,0.72,0.72,0.48,2.0,0.64,0.56,0.56,1.12,0.96,0.08,0.48,2.0,0.16,1.04,0.16,0.48,0.72,0.32,1.52,0.08,1.04,0.32,0.4,0.08,0.4,0.16,1.04,0.32,0.0,2.72,0.4,0.24,0.72,0.64,2.32,0.16,0.4,0.4,2.0,0.48,0.8,4.64,0.08,0.8,male
3.3,0.19,0.0,1.36,1.17,0.39,0.58,0.39,0.78,0.97,0.58,0.19,0.0,1.55,0.19,0.0,0.39,2.52,0.39,0.0,0.58,0.0,0.58,0.39,0.78,0.0,1.17,0.39,0.19,1.17,0.19,0.19,0.97,0.58,0.0,1.36,0.39,0.58,0.0,0.19,2.72,0.58,0.19,0.39,0.39,0.19,0.19,6.21,0.19,0.97,male
4.29,0.16,0.0,0.0,0.79,0.16,0.79,0.16,0.0,2.86,0.48,0.0,0.64,0.95,0.16,0.32,0.16,2.86,0.0,0.48,0.0,0.79,0.32,0.16,0.0,2.38,0.48,0.48,0.16,1.27,0.0,0.64,1.43,0.32,0.32,3.18,0.64,0.32,0.32,0.32,2.07,0.32,0.0,0.32,0.0,0.16,0.0,5.41,0.0,0.16,male
2.02,0.2,0.26,1.04,2.54,0.33,0.85,0.72,0.59,1.17,0.65,0.65,0.52,0.98,0.52,0.33,0.52,1.83,0.2,1.04,0.39,0.85,0.2,0.26,0.26,0.46,1.44,0.26,0.59,0.13,0.33,0.26,0.98,0.33,0.13,2.41,0.85,0.26,0.33,3.98,1.37,0.52,0.07,0.07,1.44,0.85,0.46,4.17,0.65,0.72,male
2.2,0.0,0.0,0.94,1.89,0.31,0.31,0.31,0.94,0.63,0.31,0.0,0.31,0.94,0.0,0.31,0.31,5.66,0.94,1.57,0.31,0.31,0.94,0.63,1.26,0.0,1.89,0.31,0.0,0.31,0.0,0.0,0.94,0.63,0.0,2.2,0.31,0.0,0.0,0.0,2.2,0.63,1.57,0.0,0.63,0.0,0.0,3.46,0.0,0.31,male
3.85,0.23,0.45,1.36,0.79,0.34,0.34,0.57,0.57,1.02,0.23,0.11,0.34,0.57,0.34,0.0,0.11,2.38,0.79,0.11,0.68,0.45,0.23,0.9,0.23,0.0,0.79,0.23,0.34,0.11,0.34,0.0,1.02,0.68,0.0,2.26,0.45,0.34,0.0,0.45,2.71,0.23,0.45,0.68,0.23,0.11,0.11,5.43,0.0,0.9,female
1.26,0.72,0.36,0.54,0.18,0.36,0.72,0.18,1.08,2.15,0.0,0.36,0.72,1.08,0.18,0.0,0.18,2.87,0.18,0.18,0.36,0.36,0.36,0.72,0.18,0.0,1.26,0.18,0.0,0.0,1.26,0.54,0.54,0.72,0.0,1.26,0.72,1.08,0.0,0.0,3.05,0.0,0.72,0.18,0.18,0.18,0.36,4.67,0.0,1.97,female
1.85,0.28,0.14,2.28,1.56,0.57,0.57,0.71,0.57,1.14,0.14,0.0,0.43,0.71,0.0,0.14,0.57,3.98,0.71,0.14,0.57,0.57,0.28,1.14,0.28,0.0,1.71,0.14,0.57,0.0,1.14,0.43,0.85,0.85,0.0,1.28,0.71,0.28,0.0,0.43,3.84,0.14,0.43,0.14,0.43,0.57,0.0,6.83,0.14,0.0,female
2.45,0.0,0.0,0.75,0.38,0.19,0.57,0.75,0.57,1.32,0.19,0.19,0.38,0.94,0.19,0.19,0.19,3.77,0.38,0.19,0.19,0.19,0.57,1.89,0.38,0.0,2.08,0.0,0.19,1.32,0.19,0.19,0.38,0.38,0.19,1.7,1.13,0.0,0.0,0.19,3.02,0.57,0.38,0.0,0.75,0.0,0.38,7.74,0.0,0.38,female
2.66,0.0,0.12,1.62,0.46,0.12,0.58,0.12,0.46,1.85,0.0,0.23,0.23,1.04,0.69,0.69,0.35,2.78,0.23,0.0,1.39,0.69,0.12,0.69,0.23,0.46,1.62,0.58,0.46,0.46,0.23,0.35,0.81,0.69,0.69,1.27,0.93,0.69,0.23,0.58,2.78,0.0,0.0,0.93,1.04,0.46,0.0,5.09,0.12,0.35,male
2.59,0.12,0.24,1.53,0.71,0.35,0.24,0.12,0.35,2.82,0.24,0.59,0.82,0.94,0.12,0.12,0.12,2.71,0.12,0.35,0.47,0.24,0.35,0.47,0.35,1.18,1.41,0.47,0.24,0.0,0.35,0.71,0.71,0.47,1.29,2.35,0.94,0.71,0.12,0.82,2.35,0.47,0.59,0.12,1.18,0.24,0.12,4.82,0.12,0.24,female
3.59,0.0,0.09,1.01,0.83,0.09,1.1,0.28,0.55,2.67,0.18,0.09,0.64,1.01,0.0,0.09,0.28,2.02,0.09,0.0,0.55,0.74,0.28,1.1,0.0,1.29,1.01,0.55,0.09,0.09,0.92,0.18,0.46,0.37,2.12,2.58,0.55,0.18,0.18,0.64,2.02,0.18,0.64,0.18,1.29,0.09,0.18,4.6,0.09,0.18,male
1.81,0.23,0.45,0.23,0.45,0.45,0.23,0.68,0.23,3.61,0.0,0.0,0.23,0.9,0.45,0.0,0.0,2.03,0.45,0.0,0.23,1.13,0.9,1.35,0.68,0.0,1.13,0.23,0.45,0.45,0.9,0.0,0.9,0.68,0.0,2.93,1.13,0.0,0.0,0.0,2.26,0.0,0.0,0.68,0.68,0.23,0.23,6.09,0.0,0.9,male
2.88,0.16,0.21,0.96,1.54,0.21,0.69,0.48,0.69,1.54,0.32,0.53,0.53,0.91,0.32,0.16,0.27,2.82,0.11,1.06,0.32,0.37,0.64,0.69,0.64,0.21,2.24,0.05,0.59,0.11,0.37,0.16,0.59,0.32,0.16,3.3,0.91,0.43,0.37,2.34,2.4,0.37,0.53,0.37,1.7,0.75,0.43,4.58,0.53,0.16,male
2.07,0.3,0.3,0.3,1.63,0.3,0.74,0.15,0.15,2.67,0.3,0.44,0.15,0.3,0.0,0.44,0.0,2.22,0.0,0.44,0.0,1.48,0.3,0.3,0.0,0.0,0.74,0.3,0.3,0.0,0.44,0.3,0.44,0.3,0.3,1.33,0.74,0.3,0.15,1.78,1.93,0.3,0.74,0.59,1.63,0.59,0.44,6.52,1.19,0.3,female
1.7,0.0,0.0,3.41,2.27,1.7,1.14,0.0,0.0,3.41,0.0,1.7,1.7,1.7,0.0,0.57,0.0,3.98,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,1.7,1.14,0.57,0.0,0.0,1.14,0.0,0.0,0.0,0.57,0.0,0.0,6.82,0.0,0.57,female
4.07,0.78,0.63,2.19,1.25,0.31,0.47,0.31,0.78,0.94,0.16,0.0,0.0,0.78,0.94,0.31,0.16,3.29,0.94,1.41,0.16,0.0,0.47,1.1,0.0,0.0,0.63,0.0,0.16,0.0,0.47,0.16,0.47,0.78,0.0,1.56,1.41,0.78,0.16,0.16,1.88,0.31,0.78,0.78,1.1,0.31,0.0,5.01,0.0,0.78,female
3.54,0.76,0.25,2.02,0.51,0.0,0.76,0.51,0.51,0.51,0.25,0.25,0.51,1.77,0.25,0.25,0.0,2.27,1.01,0.25,0.25,0.25,0.51,0.51,0.0,0.25,0.25,0.25,0.25,0.0,1.01,0.51,0.25,0.25,0.0,1.52,0.25,0.25,0.0,0.51,4.8,0.25,0.51,0.51,0.76,0.51,0.0,8.33,0.51,0.51,female
3.19,0.27,0.0,0.4,0.8,0.53,0.93,0.27,0.13,2.79,0.13,0.27,0.8,0.8,0.13,0.0,0.0,1.73,0.13,0.13,0.27,0.8,0.0,0.0,0.27,1.46,0.0,1.06,0.13,0.27,0.13,0.0,0.53,0.4,0.66,1.99,1.33,0.53,0.13,1.33,3.45,0.4,0.13,0.13,0.4,0.13,0.13,4.91,0.27,0.13,male
3.23,0.15,0.07,1.17,2.79,0.44,0.59,0.37,0.44,1.25,0.59,0.81,0.44,0.95,0.0,0.15,0.15,4.04,0.22,1.47,0.37,0.51,0.29,0.37,0.15,0.29,1.25,0.29,0.73,0.15,0.37,0.07,0.73,0.22,0.29,2.13,0.51,0.22,0.29,2.35,1.17,0.07,0.51,0.22,0.66,0.66,0.44,3.38,0.88,0.51,male
1.13,0.65,0.0,0.32,1.45,0.32,0.97,0.32,0.16,0.65,0.65,0.32,0.0,0.97,0.65,0.48,0.81,3.23,0.32,0.48,0.0,1.94,0.32,0.65,0.97,0.0,1.77,0.16,0.16,0.32,0.16,0.32,0.32,0.16,0.0,3.39,0.81,0.0,0.32,0.97,2.74,0.32,0.32,0.16,0.97,0.32,0.48,8.06,0.16,0.65,female
3.77,0.4,0.4,0.81,0.54,0.27,0.13,0.67,0.27,1.48,0.27,0.4,0.67,1.08,0.4,0.0,0.0,2.83,0.54,0.27,0.13,1.48,0.27,0.81,0.81,0.0,1.89,0.54,0.13,0.0,0.54,0.67,0.67,0.67,0.0,2.29,0.94,0.13,0.13,2.16,1.89,0.13,0.27,0.67,0.13,0.67,0.0,6.33,0.67,0.4,female
3.15,0.0,0.92,0.13,0.79,0.26,0.39,0.52,0.13,1.71,0.26,0.13,0.26,1.31,0.0,0.66,0.39,1.31,0.13,0.26,0.13,1.44,0.13,0.0,0.0,1.18,1.57,0.13,0.52,0.39,0.13,0.13,0.52,0.39,2.36,3.28,1.31,0.13,0.13,2.49,1.71,0.13,0.13,0.13,2.36,0.39,0.52,4.86,0.66,0.52,male
2.55,0.45,0.64,1.0,1.64,0.18,0.36,0.36,0.27,1.91,0.18,1.09,0.27,1.0,0.27,0.45,0.18,2.91,0.09,0.18,0.18,0.73,0.82,0.73,1.55,0.0,2.46,0.09,0.45,0.09,0.82,0.45,0.73,0.18,0.27,1.09,0.45,0.27,0.0,0.55,1.73,0.36,0.73,0.45,2.64,0.91,0.27,4.64,0.09,0.55,female
2.53,0.14,0.0,2.67,0.7,0.42,0.7,0.28,0.28,1.27,0.14,1.69,0.28,0.84,0.28,0.0,0.0,2.67,0.98,0.42,0.14,0.7,0.14,0.56,0.7,0.42,1.83,0.0,0.56,0.0,0.98,0.56,0.28,0.14,0.56,1.41,0.7,1.13,0.14,1.13,3.23,0.0,0.28,1.41,0.56,0.28,0.0,6.33,0.0,0.56,female
3.56,0.31,0.22,1.23,1.01,0.31,1.1,0.66,0.18,1.85,0.13,0.4,0.31,0.92,0.62,0.18,0.04,2.38,0.26,0.75,0.22,0.92,1.01,0.57,0.7,0.13,0.66,0.4,0.62,0.26,0.09,0.53,1.01,0.13,0.04,2.33,0.7,0.26,0.44,1.5,2.2,0.18,0.09,0.66,0.66,0.7,0.18,5.59,0.22,0.62,male
1.91,0.3,0.5,1.41,0.8,0.2,0.2,0.6,0.7,1.61,0.1,0.5,0.3,1.21,0.2,0.3,0.1,2.11,0.1,0.4,0.2,0.3,0.1,0.0,1.21,0.7,1.81,1.11,0.0,0.1,1.31,0.2,0.6,0.5,0.7,2.11,0.9,0.0,0.4,1.01,1.51,0.1,0.3,0.6,1.01,0.2,1.01,5.03,0.6,0.1,female
3.09,0.53,0.39,0.43,3.8,0.43,0.25,0.67,0.6,1.14,0.35,0.5,0.64,1.06,0.57,0.75,0.43,3.19,0.14,0.92,0.25,1.88,0.32,0.57,0.43,0.32,1.77,0.0,0.57,0.39,0.14,0.39,0.57,0.0,0.43,2.7,1.24,0.28,0.82,4.47,1.88,0.39,0.25,0.75,2.09,0.53,0.39,3.94,1.21,0.28,male
1.83,0.3,0.3,0.91,1.52,0.0,1.52,0.0,0.61,1.52,0.0,0.61,0.0,0.91,0.61,1.52,0.3,3.66,0.3,0.0,0.3,1.22,0.91,0.61,0.91,0.0,1.22,0.91,0.3,0.61,0.3,0.3,0.3,0.0,0.0,1.52,0.0,0.91,0.61,0.61,2.74,0.0,0.0,2.13,0.91,0.61,0.61,6.1,0.0,0.0,female
2.58,0.38,0.16,1.21,2.09,0.22,0.6,0.44,0.49,1.81,0.33,1.15,0.33,0.77,0.27,0.6,0.33,2.53,0.11,2.14,0.33,1.04,0.44,0.44,0.33,0.27,0.93,0.05,0.22,0.16,0.38,0.33,0.82,0.11,0.11,2.86,1.04,0.55,0.49,3.08,2.42,0.16,0.27,0.33,0.71,0.77,0.22,4.12,1.15,0.49,male
1.75,0.25,0.17,0.84,1.17,0.08,0.75,0.25,0.58,1.5,0.5,0.33,0.25,0.92,0.17,0.25,0.33,2.51,0.25,0.33,0.5,1.34,0.42,0.33,0.84,0.17,1.67,0.67,0.58,0.17,0.5,0.0,0.5,0.25,1.34,2.76,0.42,0.25,0.0,0.5,1.59,0.42,0.42,0.08,1.59,0.75,0.58,4.34,0.0,0.25,female
1.94,0.43,0.22,0.86,0.22,0.22,0.0,1.08,0.43,3.45,0.0,0.22,0.43,1.29,0.22,0.22,0.0,3.23,0.65,0.86,0.22,1.08,0.0,0.43,0.22,1.72,0.86,0.65,0.22,0.0,0.22,0.0,0.86,1.29,1.29,1.08,0.43,0.0,0.0,1.72,4.09,0.22,0.0,0.86,0.86,0.43,0.22,6.9,0.43,0.43,female
1.64,0.0,0.41,0.82,0.41,0.27,1.92,0.14,0.27,2.46,0.27,0.0,1.09,0.68,0.0,0.55,0.14,2.19,0.0,0.0,0.27,0.41,0.14,0.14,0.14,0.41,1.23,1.37,0.14,0.0,0.14,0.41,0.41,0.68,0.14,4.38,0.96,0.14,0.14,1.37,1.23,0.27,0.55,0.14,0.96,0.41,0.68,4.65,0.68,0.41,male
3.23,0.57,0.0,1.33,0.76,0.19,0.57,0.0,0.38,0.57,0.0,0.38,0.95,0.38,0.57,0.38,0.19,3.04,0.38,0.38,0.19,0.38,0.19,1.14,0.19,0.0,0.95,0.19,0.38,0.19,0.57,0.19,1.14,0.76,0.19,2.28,1.14,0.19,0.38,2.09,2.28,0.19,1.71,0.0,0.38,0.19,0.0,6.84,0.76,0.57,female
1.97,0.16,0.24,0.79,0.39,0.24,0.71,0.47,0.31,1.42,0.39,0.31,0.31,1.02,0.24,0.47,0.31,2.52,0.16,1.42,0.39,0.79,0.31,0.31,0.16,0.79,1.02,0.55,0.39,0.47,0.47,0.39,1.02,0.31,1.18,3.3,1.02,0.16,0.79,0.08,1.49,0.16,0.71,0.16,0.94,0.31,0.86,3.38,0.08,0.63,female
3.07,0.13,0.13,0.53,0.94,0.13,0.67,0.4,0.4,1.6,0.13,0.0,0.67,0.67,0.13,0.67,0.0,2.01,0.13,0.4,0.27,0.94,0.0,0.27,0.4,0.53,1.2,0.27,0.53,1.74,0.13,0.13,0.67,0.27,0.27,1.87,0.8,0.27,0.53,1.87,1.87,0.53,0.13,0.53,0.94,0.0,0.4,4.68,0.4,0.53,male
2.8,0.11,0.54,2.16,1.51,0.0,1.08,0.32,0.54,2.48,0.0,0.22,0.43,0.75,0.0,0.11,0.32,2.26,0.32,0.0,0.75,0.0,0.22,0.86,0.0,0.54,2.26,0.32,0.97,0.32,0.97,0.43,0.75,0.75,1.08,2.69,0.75,0.32,0.0,0.0,1.72,0.0,0.22,0.32,1.4,0.22,0.0,6.25,0.0,0.11,male
0.88,0.0,0.0,1.32,0.88,0.44,1.32,0.0,0.44,1.75,0.44,0.88,0.0,0.44,0.0,0.0,0.44,2.63,0.0,0.0,0.44,0.44,0.88,0.88,0.0,0.44,1.75,0.44,0.44,0.0,1.32,0.0,0.44,0.0,0.0,1.75,1.75,0.44,0.88,1.32,2.19,1.75,0.0,0.88,1.75,0.88,1.75,7.46,0.0,0.44,female
2.6,0.29,0.29,0.29,0.58,0.29,1.16,0.58,0.87,1.45,0.0,0.58,0.58,1.73,0.87,0.58,0.58,2.31,0.0,1.45,0.29,0.29,0.29,0.87,0.29,0.0,0.58,0.0,0.0,0.0,0.0,0.29,0.0,1.16,0.0,2.31,2.31,0.29,0.0,0.0,1.73,0.58,0.87,0.58,1.16,0.58,0.0,6.07,0.0,1.16,female
4.18,0.35,0.14,0.92,1.42,0.28,0.57,0.14,0.64,1.63,0.35,0.64,0.21,0.92,0.35,0.14,0.21,2.48,0.07,1.06,0.28,0.42,0.35,0.64,2.05,0.0,0.64,0.35,0.14,0.64,0.35,0.21,0.71,0.57,0.0,1.77,0.71,0.28,0.42,0.71,2.26,0.42,0.64,0.35,1.27,0.5,0.5,4.1,0.21,0.71,male
