% 1. Title: Gender Text Database 
@RELATION genderText

@ATTRIBUTE	all	NUMERIC
@ATTRIBUTE	just	NUMERIC
@ATTRIBUTE	over	NUMERIC
@ATTRIBUTE	years	NUMERIC
@ATTRIBUTE	its	NUMERIC
@ATTRIBUTE	how	NUMERIC
@ATTRIBUTE	had	NUMERIC
@ATTRIBUTE	to	NUMERIC
@ATTRIBUTE	has	NUMERIC
@ATTRIBUTE	then	NUMERIC
@ATTRIBUTE	them	NUMERIC
@ATTRIBUTE	his	NUMERIC
@ATTRIBUTE	get	NUMERIC
@ATTRIBUTE	breast	NUMERIC
@ATTRIBUTE	they	NUMERIC
@ATTRIBUTE	not	NUMERIC
@ATTRIBUTE	now	NUMERIC
@ATTRIBUTE	like	NUMERIC
@ATTRIBUTE	did	NUMERIC
@ATTRIBUTE	t	NUMERIC
@ATTRIBUTE	where	NUMERIC
@ATTRIBUTE	because	NUMERIC
@ATTRIBUTE	says	NUMERIC
@ATTRIBUTE	people	NUMERIC
@ATTRIBUTE	some	NUMERIC
@ATTRIBUTE	back	NUMERIC
@ATTRIBUTE	are	NUMERIC
@ATTRIBUTE	year	NUMERIC
@ATTRIBUTE	our	NUMERIC
@ATTRIBUTE	really	NUMERIC
@ATTRIBUTE	what	NUMERIC
@ATTRIBUTE	said	NUMERIC
@ATTRIBUTE	for	NUMERIC
@ATTRIBUTE	re	NUMERIC
@ATTRIBUTE	new	NUMERIC
@ATTRIBUTE	she	NUMERIC
@ATTRIBUTE	be	NUMERIC
@ATTRIBUTE	we	NUMERIC
@ATTRIBUTE	after	NUMERIC
@ATTRIBUTE	by	NUMERIC
@ATTRIBUTE	on	NUMERIC
@ATTRIBUTE	about	NUMERIC
@ATTRIBUTE	her	NUMERIC
@ATTRIBUTE	of	NUMERIC
@ATTRIBUTE	s	NUMERIC
@ATTRIBUTE	or	NUMERIC
@ATTRIBUTE	first	NUMERIC
@ATTRIBUTE	cancer	NUMERIC
@ATTRIBUTE	into	NUMERIC
@ATTRIBUTE	one	NUMERIC
@ATTRIBUTE	your	NUMERIC
@ATTRIBUTE	from	NUMERIC
@ATTRIBUTE	would	NUMERIC
@ATTRIBUTE	there	NUMERIC
@ATTRIBUTE	two	NUMERIC
@ATTRIBUTE	been	NUMERIC
@ATTRIBUTE	their	NUMERIC
@ATTRIBUTE	much	NUMERIC
@ATTRIBUTE	music	NUMERIC
@ATTRIBUTE	was	NUMERIC
@ATTRIBUTE	more	NUMERIC
@ATTRIBUTE	that	NUMERIC
@ATTRIBUTE	but	NUMERIC
@ATTRIBUTE	with	NUMERIC
@ATTRIBUTE	than	NUMERIC
@ATTRIBUTE	he	NUMERIC
@ATTRIBUTE	me	NUMERIC
@ATTRIBUTE	this	NUMERIC
@ATTRIBUTE	up	NUMERIC
@ATTRIBUTE	will	NUMERIC
@ATTRIBUTE	can	NUMERIC
@ATTRIBUTE	were	NUMERIC
@ATTRIBUTE	my	NUMERIC
@ATTRIBUTE	and	NUMERIC
@ATTRIBUTE	ve	NUMERIC
@ATTRIBUTE	do	NUMERIC
@ATTRIBUTE	is	NUMERIC
@ATTRIBUTE	it	NUMERIC
@ATTRIBUTE	an	NUMERIC
@ATTRIBUTE	as	NUMERIC
@ATTRIBUTE	good	NUMERIC
@ATTRIBUTE	at	NUMERIC
@ATTRIBUTE	have	NUMERIC
@ATTRIBUTE	in	NUMERIC
@ATTRIBUTE	if	NUMERIC
@ATTRIBUTE	no	NUMERIC
@ATTRIBUTE	when	NUMERIC
@ATTRIBUTE	also	NUMERIC
@ATTRIBUTE	other	NUMERIC
@ATTRIBUTE	which	NUMERIC
@ATTRIBUTE	you	NUMERIC
@ATTRIBUTE	out	NUMERIC
@ATTRIBUTE	who	NUMERIC
@ATTRIBUTE	a	NUMERIC
@ATTRIBUTE	i	NUMERIC
@ATTRIBUTE	many	NUMERIC
@ATTRIBUTE	m	NUMERIC
@ATTRIBUTE	so	NUMERIC
@ATTRIBUTE	time	NUMERIC
@ATTRIBUTE	the	NUMERIC
@ATTRIBUTE	gender	{male,female}

@DATA
0.31,0.63,0.05,0.05,0.0,0.42,0.1,2.93,0.1,0.21,0.05,0.31,0.31,0.0,0.1,0.52,0.26,1.41,0.1,0.79,0.26,0.1,0.05,0.31,0.21,0.0,0.42,0.37,0.0,0.99,0.47,0.05,0.52,0.16,0.21,0.47,0.26,0.16,0.16,0.21,0.68,0.42,0.1,1.31,3.46,0.16,0.1,0.0,0.31,0.37,0.21,0.52,0.16,0.52,0.26,0.63,0.05,0.68,0.1,0.37,0.21,1.52,0.68,0.47,0.16,0.47,0.42,0.16,0.63,0.0,0.16,0.0,1.36,2.3,0.58,0.73,0.37,3.14,0.31,0.47,0.26,0.42,1.05,1.62,0.16,0.1,0.42,0.05,0.21,0.1,1.78,0.58,0.05,2.46,5.29,0.1,0.99,1.31,0.68,2.98,male
0.0,0.29,0.0,0.0,0.43,0.29,0.43,2.89,0.14,0.43,0.29,0.72,0.29,0.0,0.87,0.58,0.0,0.29,0.14,0.43,0.0,0.0,0.29,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.58,0.0,1.45,0.87,0.87,0.0,0.14,0.14,0.0,0.43,1.01,1.59,0.0,1.73,0.58,0.0,0.14,0.0,0.0,0.29,0.0,0.29,0.0,0.0,0.0,0.43,0.43,0.14,0.0,1.01,0.29,1.73,0.87,0.87,0.14,0.58,0.14,1.45,0.58,0.29,0.14,0.29,0.0,2.31,0.14,0.29,0.72,1.16,0.14,0.58,0.29,0.87,0.0,1.59,0.43,0.0,0.14,0.29,0.0,0.14,0.58,0.29,0.58,3.47,2.02,0.0,0.58,0.29,0.0,6.21,male
0.0,0.0,0.19,0.0,0.38,0.0,0.38,4.53,0.38,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.19,0.0,0.19,0.0,0.57,0.19,1.13,0.0,0.0,2.08,1.89,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.19,0.57,0.0,0.0,0.0,0.0,0.19,0.38,2.26,0.57,0.57,0.0,0.0,0.0,0.75,0.19,0.38,0.0,0.19,0.0,0.57,0.0,0.19,1.13,0.0,0.0,0.19,0.0,0.57,0.38,3.21,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,6.42,male
0.79,0.0,0.0,0.16,0.16,0.31,0.31,2.36,0.31,0.16,0.0,0.94,0.31,0.0,0.47,0.63,0.47,0.16,0.0,0.47,0.0,0.0,0.0,0.0,0.31,0.16,0.79,0.0,0.16,0.47,0.0,0.0,0.94,0.31,0.31,0.16,0.94,0.79,0.0,0.94,0.47,0.31,0.0,3.46,1.26,0.31,0.0,0.0,0.47,0.16,0.0,0.47,0.63,0.47,0.0,0.31,0.0,0.16,0.0,0.47,0.47,1.73,0.47,0.79,0.0,0.31,0.0,0.47,0.47,0.16,0.63,0.16,0.0,1.42,0.0,0.31,0.47,1.26,0.31,0.94,0.0,0.16,0.63,1.42,0.31,0.31,0.16,0.0,0.16,0.16,0.47,0.0,1.42,3.46,0.31,0.0,0.0,0.31,0.0,4.72,female
0.19,0.0,0.0,0.0,0.0,0.19,0.19,3.93,0.37,0.0,0.19,0.56,0.75,0.0,0.94,0.19,0.0,0.0,0.0,1.12,0.0,0.19,0.0,0.0,0.19,0.19,0.19,0.0,0.19,0.19,0.56,1.31,0.56,0.0,0.0,0.0,0.56,0.19,0.0,0.56,0.37,0.19,0.0,1.31,1.12,0.0,0.0,0.0,0.56,1.31,0.0,0.37,0.19,0.0,0.37,0.19,0.0,0.37,0.0,1.31,0.19,1.87,0.75,0.75,0.0,1.87,0.0,0.56,0.19,0.0,0.19,0.56,0.0,2.81,0.19,0.19,0.37,1.12,0.75,0.37,0.0,1.31,0.94,1.87,0.56,0.19,0.19,0.0,0.19,0.0,0.37,0.37,0.0,2.25,0.56,0.0,0.0,0.37,0.0,5.62,female
0.32,0.24,0.24,0.39,0.16,0.0,0.32,3.0,0.32,0.08,0.08,0.0,0.16,0.0,0.79,0.24,0.32,0.87,0.0,0.39,0.39,0.08,0.0,0.24,0.39,0.24,0.16,0.24,0.32,0.32,0.32,0.0,1.5,0.0,0.32,0.0,0.71,0.95,0.24,0.39,0.71,0.32,0.0,3.79,0.39,0.08,0.0,0.0,0.08,0.63,0.24,0.24,0.24,0.39,0.16,0.24,0.55,0.08,0.95,0.79,0.08,1.89,0.32,1.18,0.0,0.08,0.0,0.47,0.47,0.08,0.63,0.55,0.16,2.37,0.16,0.16,1.03,0.95,0.32,0.32,0.16,0.39,0.79,1.81,0.16,0.16,0.47,0.0,0.16,0.16,1.1,0.16,0.32,3.23,0.32,0.16,0.0,0.32,0.0,5.13,male
0.32,0.64,0.16,0.48,0.16,0.0,0.0,4.01,0.32,0.16,0.0,0.0,0.16,0.0,0.32,0.32,0.0,0.16,0.0,0.32,0.48,0.16,0.0,0.0,0.48,0.16,0.48,0.0,0.16,0.32,0.48,0.0,2.25,0.0,0.0,0.0,0.48,0.16,0.32,0.48,0.64,0.32,0.0,2.41,1.12,0.96,0.0,0.0,0.16,0.48,0.96,0.0,0.16,0.8,0.0,0.16,0.0,0.0,0.0,0.64,0.32,0.64,0.32,1.12,0.48,0.0,0.0,0.16,0.96,0.16,0.8,0.16,0.0,2.41,0.48,0.96,0.96,1.12,0.32,0.48,0.16,0.32,0.32,1.93,0.32,0.16,0.0,0.0,0.32,0.48,2.89,0.64,0.16,2.89,0.0,0.16,0.0,0.48,1.12,3.53,female
0.45,0.15,0.6,0.3,0.0,0.0,0.3,2.83,0.74,0.0,0.0,0.15,0.15,0.0,0.74,0.6,0.3,0.3,0.0,0.3,0.0,0.3,1.79,0.3,0.15,0.0,0.6,0.0,0.0,0.15,0.0,0.15,1.49,0.15,0.3,0.0,0.89,0.45,0.0,0.45,0.74,0.74,0.0,1.34,1.49,0.45,0.0,0.0,0.45,0.0,0.6,0.45,0.0,0.74,0.3,0.3,0.3,0.0,0.15,0.45,0.15,0.74,0.3,0.3,0.15,0.6,0.0,0.15,0.45,0.15,0.45,0.15,0.15,3.27,0.3,0.0,1.04,1.49,0.3,0.15,0.0,0.0,0.74,1.49,0.3,0.3,0.0,0.15,0.15,0.0,1.34,0.0,0.3,2.98,0.6,0.15,0.0,0.6,0.0,4.91,female
0.41,0.0,0.27,0.0,0.0,0.0,0.69,2.74,0.14,0.41,0.41,0.0,0.14,0.0,0.82,0.0,0.0,0.0,0.0,0.82,0.27,0.27,0.0,0.27,0.55,0.14,0.82,0.14,0.41,0.27,0.27,0.0,0.96,0.0,0.14,0.0,0.82,2.33,0.14,0.0,0.82,0.55,0.0,2.61,0.27,0.14,0.27,0.0,0.27,0.0,0.14,0.41,0.0,0.27,0.14,0.14,0.0,0.14,0.0,0.41,0.14,2.19,0.82,0.96,0.41,0.0,0.0,0.27,0.69,0.55,0.14,0.27,0.0,3.43,0.0,0.14,0.41,0.69,0.14,0.0,0.0,0.27,0.55,1.51,0.27,0.14,0.41,0.0,0.41,0.27,0.41,0.69,0.0,3.02,0.41,0.55,0.0,0.69,0.14,7.27,female
0.21,0.0,0.0,0.43,0.21,0.0,0.21,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.43,0.21,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.64,0.0,0.43,0.21,0.0,0.0,0.0,0.0,2.55,0.21,0.21,0.0,0.85,0.21,0.21,1.06,0.21,0.21,0.0,2.13,0.0,0.64,0.0,0.0,0.21,0.21,0.0,0.21,0.43,0.0,0.0,0.43,0.0,0.21,0.21,0.64,0.43,0.21,0.21,0.43,0.21,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,4.89,0.0,0.0,0.21,0.85,0.43,1.06,0.0,0.64,0.64,3.83,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.21,0.21,2.13,0.0,0.43,0.0,0.0,0.21,6.17,female
0.46,0.0,0.31,0.0,0.31,0.0,0.0,1.86,0.46,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.46,0.0,1.55,0.15,0.0,0.0,0.15,0.15,1.08,0.0,0.15,0.31,0.46,0.0,0.15,0.31,1.08,0.15,0.31,2.48,0.93,1.24,0.15,0.93,0.0,0.15,0.0,0.31,0.0,0.77,0.0,0.31,0.62,0.15,0.0,0.31,0.15,0.31,0.46,0.77,0.0,0.0,0.0,0.31,0.0,0.31,0.62,0.0,0.31,4.33,0.0,0.0,1.39,0.62,0.46,0.15,0.0,0.31,0.31,3.1,0.15,0.15,0.0,0.0,0.31,0.46,0.15,0.0,0.31,3.41,0.46,0.15,0.0,0.15,0.46,5.57,female
0.0,0.0,0.0,0.0,0.0,0.49,0.0,2.44,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.49,0.98,0.0,0.49,0.98,0.0,0.0,1.46,0.0,1.46,1.46,0.0,0.0,0.98,0.49,0.0,1.95,1.95,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.98,0.0,1.46,0.49,0.98,0.0,0.0,0.0,0.49,0.0,1.95,0.0,0.0,0.0,0.49,0.0,0.0,0.98,1.95,0.98,0.49,0.0,0.49,0.0,0.98,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.49,1.95,1.46,0.0,0.0,0.49,0.0,7.8,female
0.0,0.0,0.0,0.15,1.08,0.0,0.46,3.7,0.62,0.15,0.0,0.0,0.46,0.0,0.46,0.15,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.31,0.31,0.15,0.0,0.0,0.46,0.93,0.0,0.15,0.0,0.62,0.31,0.31,0.31,1.39,0.15,0.0,1.23,0.46,0.31,0.0,0.0,0.0,0.0,0.0,0.77,0.31,0.15,0.0,0.31,0.31,0.15,0.0,1.08,0.62,1.54,0.46,0.31,1.08,0.15,0.0,0.15,0.31,0.15,0.15,0.62,0.0,2.16,0.0,0.0,1.7,0.93,0.31,0.77,0.0,0.31,0.31,2.62,0.0,0.15,0.46,0.0,0.0,0.46,0.15,0.31,0.0,2.01,0.0,0.15,0.0,0.15,0.31,6.17,male
0.2,0.4,0.0,0.2,0.2,0.2,0.2,3.39,0.2,0.4,0.0,0.0,0.2,0.0,0.6,0.2,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.6,0.2,0.0,0.4,0.0,0.2,0.0,0.4,1.2,1.39,0.0,0.2,0.0,0.2,0.6,0.0,0.8,0.4,0.2,0.0,1.99,2.59,0.4,0.0,0.0,0.0,0.4,0.2,0.2,0.4,0.0,0.0,0.4,0.0,0.4,0.0,0.8,0.4,1.2,0.0,0.0,0.6,0.0,0.0,0.4,0.2,0.2,0.0,0.2,0.0,2.99,0.0,0.4,1.0,2.59,0.4,0.8,0.2,0.6,0.4,1.2,0.2,0.0,0.0,0.4,0.0,0.4,0.0,0.2,0.6,2.39,0.2,0.2,0.0,0.0,0.2,4.58,male
0.23,0.0,0.0,0.0,0.0,0.23,0.46,1.39,0.92,0.0,0.0,1.15,0.0,0.0,0.23,0.23,0.0,0.46,0.23,0.23,0.0,0.0,0.0,0.0,0.69,0.0,0.23,1.15,0.0,0.23,0.23,0.0,1.15,0.23,0.0,0.0,0.46,0.23,0.0,1.62,1.15,0.23,0.0,2.08,2.54,0.46,0.23,0.0,0.0,0.46,0.46,0.46,0.0,0.0,0.0,1.39,0.0,0.69,0.69,1.15,0.0,0.46,0.23,0.46,0.0,0.92,0.92,0.69,0.23,0.23,0.46,0.23,1.15,2.54,0.23,0.23,0.0,1.15,0.46,0.69,0.23,0.46,0.0,0.92,0.0,0.0,0.92,0.0,0.0,0.23,0.92,0.46,0.0,2.77,1.39,0.23,0.0,0.69,0.46,3.46,male
0.0,0.24,0.12,0.49,0.0,0.12,0.37,3.53,0.61,0.24,0.12,0.49,0.0,0.0,0.12,0.73,0.49,0.0,0.24,0.12,0.12,0.37,0.73,0.61,0.0,0.0,0.24,0.12,0.0,0.0,0.0,0.0,1.1,0.12,0.12,0.0,0.37,0.0,0.0,1.22,0.49,0.12,0.0,3.17,0.85,0.49,0.37,0.0,0.24,0.37,0.0,0.0,0.24,0.49,0.24,0.49,0.0,0.0,0.0,1.22,0.12,1.46,0.49,0.49,0.24,1.95,0.24,0.37,0.24,0.37,0.0,0.0,0.0,2.44,0.0,0.0,1.46,0.61,0.37,0.49,0.12,0.49,0.61,2.31,0.0,0.12,0.24,0.24,0.37,0.37,0.12,0.0,0.49,1.71,0.0,0.0,0.0,0.12,0.0,5.6,male
0.13,0.0,0.13,0.27,0.0,0.13,0.27,1.62,0.13,0.0,0.0,0.94,0.0,0.0,0.81,0.54,0.27,0.13,0.13,0.13,0.13,0.27,0.27,0.13,0.0,0.0,0.54,0.0,0.27,0.0,0.13,0.13,1.75,0.0,0.13,0.0,0.4,0.67,0.67,0.13,1.89,0.27,0.13,2.02,0.81,0.54,0.0,0.0,0.13,0.27,0.0,0.27,0.27,0.13,0.27,0.13,0.0,0.0,0.0,1.21,0.54,0.94,0.67,0.67,0.13,1.48,0.27,0.81,0.13,0.0,0.13,0.4,0.0,2.29,0.0,0.0,0.54,0.0,0.0,0.67,0.27,0.81,0.4,3.1,0.27,0.67,0.4,0.13,0.0,0.13,0.0,0.0,0.13,2.29,0.0,0.0,0.0,0.27,0.13,3.64,male
0.34,0.17,0.0,0.17,0.0,0.17,0.17,2.93,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.69,0.52,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.52,0.0,0.17,0.0,0.0,0.17,1.21,0.0,0.0,0.0,0.69,0.34,0.0,1.21,0.34,0.34,0.0,3.28,1.38,0.0,0.69,2.24,0.0,0.34,0.52,0.52,0.34,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.69,0.69,0.86,0.0,0.0,0.52,0.69,0.0,1.03,0.52,0.0,0.17,3.1,0.0,0.0,1.55,0.52,0.52,0.34,0.34,0.52,0.69,1.21,0.52,0.34,0.17,0.0,0.17,0.52,0.52,0.0,0.17,1.55,1.03,0.17,0.0,0.0,0.17,7.59,female
0.44,0.4,0.04,0.26,0.0,0.22,0.22,2.59,0.22,0.26,0.26,0.22,0.04,0.0,0.31,0.26,0.13,0.44,0.35,0.48,0.04,0.22,0.0,0.09,0.66,0.18,0.7,0.26,0.04,0.44,0.35,0.04,0.57,0.0,0.26,0.0,0.26,0.48,0.04,0.09,0.92,0.44,0.0,1.89,1.36,0.13,0.4,0.0,0.18,0.4,0.57,0.18,0.04,0.4,0.26,0.0,0.0,0.13,0.97,1.14,0.53,0.75,0.79,0.92,0.22,0.48,0.35,0.75,0.26,0.09,0.48,0.13,1.27,3.38,0.0,0.22,1.1,2.11,0.35,0.57,0.13,0.13,0.48,1.62,0.22,0.0,0.35,0.4,0.0,0.26,1.45,0.18,0.04,2.68,3.34,0.04,0.66,0.92,0.09,3.12,male
0.26,0.26,0.38,0.64,0.38,0.0,0.13,0.89,0.26,0.0,0.13,0.64,0.0,0.0,0.26,0.38,0.0,0.0,0.26,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.26,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.13,0.0,0.26,1.53,0.64,0.0,0.0,3.96,1.66,0.0,0.64,0.0,0.0,0.64,0.0,0.89,0.0,0.38,0.38,0.38,0.13,0.0,0.0,1.92,0.26,1.02,0.13,0.51,0.26,0.0,0.13,0.77,0.0,0.13,0.0,0.64,0.0,2.43,0.0,0.0,0.51,0.51,1.02,0.26,0.26,0.51,0.26,3.45,0.0,0.0,0.26,0.38,0.13,0.77,0.0,0.13,0.13,1.4,0.13,0.0,0.13,0.13,0.26,5.62,male
0.52,0.26,0.26,0.26,0.0,0.0,0.78,3.39,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.0,0.78,0.0,0.52,0.26,0.26,0.0,0.0,0.0,0.52,0.26,0.26,0.26,0.26,0.78,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,1.56,0.52,0.0,2.86,0.52,0.26,0.0,0.0,0.26,0.26,0.0,0.26,0.26,0.0,0.52,0.26,0.0,0.26,0.0,0.78,0.52,1.56,0.52,0.52,0.52,0.0,0.26,0.52,0.26,0.0,0.0,0.52,1.04,1.56,0.26,0.0,0.78,0.78,0.0,0.52,0.0,1.3,0.26,2.6,0.26,0.26,0.0,0.26,0.0,0.0,0.52,0.52,1.04,2.6,3.13,0.26,0.26,0.78,0.0,4.69,female
0.54,0.54,0.0,0.0,0.0,0.41,0.14,2.86,0.68,0.0,0.14,0.27,0.27,0.0,0.14,0.41,0.0,0.0,0.0,0.41,0.41,0.41,1.09,0.0,0.27,0.14,0.68,0.0,0.0,0.14,0.27,0.0,0.68,0.14,0.0,0.14,0.54,0.0,0.0,0.14,1.36,0.14,0.0,1.91,1.23,1.09,0.14,0.0,0.41,0.68,0.68,0.54,0.27,0.27,0.0,0.27,0.0,0.0,0.0,0.14,0.27,0.95,0.54,0.41,0.27,0.27,0.0,0.27,0.27,0.14,0.95,0.14,0.14,1.63,0.14,0.27,1.09,1.77,0.41,0.95,0.54,0.27,0.54,1.91,0.54,0.0,0.27,0.27,0.27,0.41,1.63,0.95,0.14,3.27,0.27,0.14,0.0,0.41,0.14,7.08,female
0.35,0.35,0.7,0.0,0.0,0.18,0.53,2.81,1.4,0.0,0.35,0.0,0.0,0.0,0.18,0.53,0.7,0.18,0.0,0.53,0.0,0.18,0.0,0.35,0.53,0.0,0.35,0.35,0.0,0.18,0.18,0.0,0.53,0.0,0.0,0.0,0.88,0.35,0.18,0.18,1.75,0.7,0.0,2.28,0.18,0.7,0.0,0.0,0.18,0.18,0.0,1.05,0.18,0.53,0.0,0.35,1.05,0.0,0.0,0.18,0.53,1.58,0.53,0.7,0.18,0.0,0.0,0.35,0.0,0.0,0.7,0.18,0.0,2.46,0.0,0.35,0.88,3.51,0.35,1.23,0.0,0.0,0.7,1.05,0.0,0.35,0.53,0.0,0.18,0.0,0.18,0.35,0.0,2.28,0.18,0.18,0.0,0.53,0.18,4.91,female
0.17,0.43,0.17,0.0,0.17,0.43,0.09,1.87,0.09,0.26,0.17,0.68,0.26,0.0,0.09,0.34,0.17,0.6,0.17,1.87,0.0,0.77,0.0,0.34,0.0,0.09,0.26,0.0,0.0,0.0,0.17,0.17,0.77,0.0,0.43,0.09,0.26,0.09,0.26,0.6,0.77,0.6,0.26,1.79,1.96,0.09,0.17,0.0,0.0,0.34,0.0,0.34,0.09,0.17,0.09,0.17,0.34,0.17,0.0,0.51,0.09,1.79,0.34,0.85,0.34,2.04,0.09,0.26,0.26,0.0,0.17,0.0,0.17,1.02,0.0,0.26,0.68,0.68,0.09,0.77,0.0,0.43,0.34,0.94,0.26,0.17,0.09,0.0,0.0,0.09,0.26,0.34,0.85,2.38,1.02,0.0,0.09,0.43,0.09,4.17,female
0.1,0.3,0.0,0.0,0.0,0.1,0.1,2.2,0.0,0.1,0.5,0.9,0.0,0.0,0.5,0.3,0.2,0.2,0.1,0.7,0.1,0.2,0.0,0.0,0.0,0.0,1.5,0.4,0.2,0.0,0.4,0.0,0.7,0.0,0.1,0.3,0.3,0.4,0.2,0.5,1.3,0.2,0.2,1.4,1.0,0.5,0.1,0.0,0.1,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.4,0.4,1.7,0.5,1.2,0.6,0.8,0.0,0.1,0.3,0.4,0.4,0.4,0.0,2.1,0.0,0.1,1.1,1.4,0.5,0.7,0.1,0.2,0.7,1.8,0.4,0.7,0.2,0.0,0.4,0.0,0.9,0.1,0.1,3.2,0.1,0.1,0.0,0.1,0.1,4.9,female
0.35,0.35,0.23,0.0,0.12,0.46,0.12,4.61,0.23,0.12,0.0,0.12,0.0,0.23,0.35,0.58,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.23,0.12,0.23,1.15,0.35,0.12,0.0,0.35,0.12,0.92,0.0,0.23,0.46,1.5,0.12,0.0,0.23,1.73,0.23,0.12,1.73,1.04,1.38,0.12,1.84,0.12,0.23,0.12,0.35,0.23,0.46,0.12,0.0,0.46,0.12,0.0,0.0,0.12,0.35,0.58,1.61,0.0,0.0,0.0,0.46,0.35,1.84,0.35,0.0,0.23,2.65,0.0,0.0,0.81,0.35,0.46,0.12,0.0,0.58,1.04,1.38,0.46,0.12,0.23,0.35,0.0,0.69,1.5,0.12,0.35,2.07,0.69,0.12,0.0,0.23,0.0,5.76,female
0.64,0.16,0.16,0.16,0.0,0.32,0.32,4.78,0.0,0.0,0.16,0.16,0.0,0.16,0.64,0.8,0.48,0.0,0.32,0.16,0.16,0.16,0.0,0.16,0.0,0.0,0.8,0.0,0.0,0.32,0.16,0.0,0.48,0.0,0.0,0.16,1.59,0.16,0.0,0.48,0.96,0.64,0.0,2.87,0.0,0.48,0.0,0.64,0.0,0.16,0.0,0.32,0.8,0.8,0.16,0.0,0.32,0.16,0.0,0.32,0.16,1.28,0.32,0.8,0.32,0.16,0.64,0.16,0.32,0.32,0.16,0.32,0.8,3.03,0.0,0.32,1.12,1.12,0.32,0.96,0.0,0.16,0.96,1.28,0.16,0.64,0.32,0.0,0.16,0.32,0.0,0.16,0.48,1.75,1.91,0.16,0.0,0.16,0.0,6.7,female
0.55,0.11,0.22,0.33,0.11,0.76,0.55,3.27,0.33,0.0,0.33,0.11,0.22,0.0,0.55,0.22,0.44,0.44,0.0,0.65,0.44,0.33,0.0,1.64,0.11,0.33,1.2,1.09,0.22,0.87,0.44,0.0,0.55,0.11,0.0,0.0,0.33,2.84,0.0,0.22,0.44,0.33,0.0,2.29,1.53,0.0,0.11,0.0,0.0,0.33,0.0,0.55,0.11,0.55,0.0,0.76,0.44,0.33,1.42,0.65,0.11,1.74,0.76,0.76,0.0,0.11,0.11,1.2,0.11,0.0,0.11,0.44,0.33,2.4,1.53,0.44,1.09,2.18,0.11,0.33,0.22,0.55,0.76,1.64,0.0,0.11,0.55,0.11,0.11,0.0,0.65,0.11,0.33,2.4,1.74,0.22,0.22,0.33,0.0,4.03,male
0.22,0.22,0.22,0.22,0.0,0.44,0.44,3.33,0.22,0.0,0.44,0.22,0.0,0.44,0.22,0.89,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.11,0.22,0.22,0.0,0.89,0.22,0.44,0.0,1.11,0.0,0.0,0.0,1.33,0.67,0.0,0.44,0.22,0.22,0.0,3.1,0.22,0.22,0.0,0.89,0.0,0.22,0.0,0.67,0.22,0.44,0.22,0.22,1.55,0.0,0.0,0.67,0.0,1.33,0.67,0.89,0.0,0.44,0.22,0.89,0.0,0.89,0.22,0.0,0.44,0.89,0.0,0.0,2.66,1.33,0.44,0.22,0.0,0.89,0.22,1.77,0.44,0.22,0.22,0.0,0.0,0.0,0.22,0.0,0.22,0.89,1.77,0.22,0.0,0.44,0.22,5.1,female
